 ESQUISTOSSOMOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2020
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"251630 SUME";-;-;-;-;-;-;1;-;-;-;-;-;1
"260050 AGUAS BELAS";-;-;-;-;-;-;-;-;-;1;-;-;1
"260100 ANGELIM";-;-;-;-;-;-;-;1;1;-;-;-;2
"260170 BELO JARDIM";-;-;-;1;-;-;-;-;-;-;-;-;1
"260220 BOM JARDIM";-;-;-;-;-;2;1;-;-;-;-;-;3
"260310 CACHOEIRINHA";-;1;-;-;-;-;-;-;-;-;-;-;1
"260350 CAMOCIM DE SAO FELIX";-;-;-;-;-;-;2;-;-;-;-;-;2
"260440 CHA DE ALEGRIA";-;-;1;-;1;-;-;-;-;-;-;-;2
"260620 GOIANA";-;-;1;-;-;-;-;-;-;-;-;-;1
"260775 ITAPISSUMA";-;1;-;-;-;-;-;-;-;-;-;-;1
"260800 JATAUBA";-;1;-;-;-;-;1;-;-;1;-;-;3
"260990 OURICURI";-;-;-;-;-;-;1;-;-;-;-;-;1
"261020 PANELAS";1;1;1;2;-;-;2;2;1;-;-;3;13
"261030 PARANATAMA";1;-;1;-;-;-;-;-;-;-;-;-;2
"261070 PAULISTA";-;-;-;-;-;-;-;-;1;2;-;1;4
"261110 PETROLINA";-;-;-;-;-;-;1;-;-;-;-;1;2
"261160 RECIFE";6;5;5;1;3;7;2;3;5;7;1;5;50
"261250 SANTA CRUZ DO CAPIBARIBE";1;-;1;-;2;3;4;-;-;4;-;-;15
"261310 SAO CAITANO";-;-;-;2;-;-;-;-;1;-;-;-;3
"261320 SAO JOAO";-;-;1;-;1;2;1;-;-;-;1;-;6
"261550 TRACUNHAEM";1;-;-;1;-;-;-;-;-;-;-;-;2
"261620 VERTENTES";2;2;2;-;-;1;-;-;-;1;-;1;9
"261640 VITORIA DE SANTO ANTAO";-;1;-;-;1;-;-;-;-;-;-;-;2
"270140 CAMPO ALEGRE";-;1;-;-;-;1;-;-;1;-;-;-;3
"270170 CAPELA";-;-;1;-;-;-;-;-;-;-;-;-;1
"270255 ESTRELA DE ALAGOAS";-;1;-;-;-;-;-;-;-;-;-;-;1
"270360 JAPARATINGA";1;-;-;-;-;-;-;-;1;-;-;-;2
"270400 JUNQUEIRO";-;-;-;-;-;1;-;-;-;-;-;-;1
"270430 MACEIO";2;1;5;2;1;3;1;1;-;1;1;1;19
"270440 MAJOR ISIDORO";-;-;-;-;-;-;-;-;-;1;-;-;1
"270590 OLHO D'AGUA GRANDE";-;-;-;-;1;-;-;-;-;-;-;-;1
"270630 PALMEIRA DOS INDIOS";-;-;1;-;-;-;-;-;-;-;-;-;1
"270730 PORTO CALVO";-;-;1;-;-;-;-;-;-;-;-;-;1
"270800 SANTANA DO IPANEMA";-;-;-;-;-;-;-;-;-;-;-;1;1
"270830 SAO JOSE DA LAJE";-;-;-;-;1;-;-;-;-;-;-;-;1
"270850 SAO LUIS DO QUITUNDE";-;-;-;-;-;-;-;-;1;-;-;-;1
"270870 SAO MIGUEL DOS MILAGRES";-;-;-;-;-;-;-;-;-;-;1;-;1
"270920 TRAIPU";-;1;-;-;-;-;-;-;-;-;-;-;1
"270930 UNIAO DOS PALMARES";-;-;1;2;-;-;-;-;-;-;-;-;3
"280020 AQUIDABA";-;1;-;-;2;-;2;4;2;2;1;2;16
"280030 ARACAJU";1;3;2;-;-;-;-;1;3;-;1;-;11
"280140 CARIRA";-;-;1;-;-;-;-;-;-;-;-;-;1
"280190 CUMBE";-;-;1;-;-;-;-;-;-;-;-;-;1
"280230 FREI PAULO";1;-;-;-;-;-;1;-;-;-;-;-;2
"280260 GRACHO CARDOSO";-;-;-;1;-;-;-;-;-;-;-;-;1
"280410 MOITA BONITA";-;-;-;-;-;-;-;-;5;-;1;-;6
"280450 NOSSA SENHORA DA GLORIA";-;-;-;-;-;-;1;-;1;-;-;-;2
"280460 NOSSA SENHORA DAS DORES";-;3;-;1;1;-;2;-;-;-;-;-;7
"280470 NOSSA SENHORA DE LOURDES";-;-;-;-;-;-;1;-;-;-;-;1;2
"280480 NOSSA SENHORA DO SOCORRO";-;-;-;2;-;-;-;-;-;1;-;-;3
"280500 PEDRA MOLE";-;-;-;-;-;-;-;-;-;-;1;-;1
"280580 RIACHAO DO DANTAS";1;-;-;-;-;-;-;-;-;-;-;1;2
"280600 RIBEIROPOLIS";-;-;1;-;1;-;-;-;-;-;1;-;3
"280610 ROSARIO DO CATETE";-;1;-;-;-;-;-;-;-;-;-;-;1
"280680 SAO DOMINGOS";-;-;-;-;-;-;1;-;-;-;-;-;1
"290035 ADUSTINA";-;-;-;-;-;-;-;-;-;1;-;-;1
"290080 ALCOBACA";-;-;-;-;-;-;1;-;-;-;-;-;1
"290110 AMELIA RODRIGUES";-;-;-;-;-;-;-;-;-;-;-;1;1
"290115 AMERICA DOURADA";1;-;-;-;-;-;-;-;-;-;-;-;1
"290195 APUAREMA";-;-;1;-;-;-;-;-;-;-;-;-;1
"290310 BARRA DO ROCHA";-;-;-;-;1;-;-;-;-;-;-;-;1
"290320 BARREIRAS";-;-;-;-;-;-;1;-;-;-;-;-;1
"290360 BIRITINGA";-;-;-;-;-;-;-;-;1;-;-;-;1
"290410 BOQUIRA";-;-;-;-;-;-;1;-;-;-;-;-;1
"290460 BRUMADO";-;-;1;-;-;-;-;-;-;-;-;-;1
"290500 CACULE";-;-;-;-;-;-;1;-;1;-;-;-;2
"290515 CAETANOS";1;-;-;-;-;-;-;-;-;-;-;-;1
"290520 CAETITE";-;-;-;-;-;1;-;-;-;-;-;-;1
"290540 CAIRU";-;-;-;5;-;-;-;-;-;-;-;-;5
"290570 CAMACARI";1;-;-;-;1;-;1;-;-;-;-;-;3
"290600 CAMPO FORMOSO";3;-;2;-;3;1;1;1;3;3;2;3;22
"290690 CARAVELAS";-;-;-;-;1;-;-;-;-;-;-;-;1
"290750 CATU";-;-;-;-;1;-;-;-;-;-;-;-;1
"290755 CATURAMA";-;-;-;-;-;1;-;-;-;-;-;-;1
"290810 COCOS";-;-;-;-;1;1;-;-;1;-;-;-;3
"291040 ENCRUZILHADA";-;-;-;-;-;-;-;-;-;-;1;-;1
"291080 FEIRA DE SANTANA";6;2;1;1;1;4;3;4;2;1;-;2;27
"291140 GLORIA";-;-;-;-;1;-;-;-;-;-;1;-;2
"291170 GUANAMBI";-;-;1;3;-;-;-;-;-;-;-;-;4
"291185 HELIOPOLIS";-;-;-;-;-;-;-;-;-;-;2;-;2
"291210 IBICARAI";-;-;-;-;-;-;-;1;-;-;-;-;1
"291280 IBIRAPUA";-;-;-;1;1;-;-;-;-;-;-;-;2
"291500 ITAETE";-;-;1;-;-;-;-;-;-;-;-;-;1
"291620 ITAPE";-;-;-;-;-;-;-;-;-;1;-;-;1
"291750 JACOBINA";-;-;-;-;-;-;-;-;-;-;2;-;2
"291770 JAGUARARI";-;-;1;-;-;-;-;-;-;-;-;-;1
"291800 JEQUIE";-;1;1;-;-;-;-;-;-;-;-;-;2
"291890 LAJEDAO";-;-;1;-;-;-;-;-;-;-;-;-;1
"291955 LUIS EDUARDO MAGALHAES";-;-;-;-;1;-;-;-;-;-;-;-;1
"292010 MAIRI";1;-;-;-;-;-;-;-;-;-;-;-;1
"292090 MASCOTE";-;-;-;-;2;-;-;-;-;-;-;-;2
"292170 MORRO DO CHAPEU";-;-;-;-;-;1;-;-;-;-;-;-;1
"292200 MUCURI";-;-;1;-;-;-;-;-;-;-;-;-;1
"292270 NOVA CANAA";-;-;1;-;-;-;-;-;-;-;-;-;1
"292340 PALMAS DE MONTE ALTO";-;-;-;-;-;-;-;1;-;-;-;-;1
"292390 PAU BRASIL";-;-;-;-;-;-;-;-;-;-;1;-;1
"292400 PAULO AFONSO";-;-;-;-;-;-;-;-;-;-;-;1;1
"292467 PIRAI DO NORTE";1;-;-;-;-;-;-;-;-;-;-;-;1
"292470 PIRIPA";-;-;1;6;-;-;-;-;-;-;-;-;7
"292525 PONTO NOVO";1;-;-;-;-;-;-;-;-;-;-;-;1
"292550 PRADO";-;-;-;-;-;-;1;-;-;-;-;-;1
"292575 PRESIDENTE TANCREDO NEVES";2;3;-;-;1;4;1;3;2;3;-;2;21
"292595 RAFAEL JAMBEIRO";-;1;-;-;-;-;-;-;-;-;-;-;1
"292740 SALVADOR";-;2;-;1;-;-;2;1;1;1;3;-;11
"292870 SANTO ANTONIO DE JESUS";3;-;1;-;2;1;-;-;-;-;-;1;8
"292930 SAO GONCALO DOS CAMPOS";-;-;-;-;-;-;-;-;-;1;-;-;1
"292950 SAO SEBASTIAO DO PASSE";-;-;-;-;-;-;-;-;2;-;-;-;2
"293010 SENHOR DO BONFIM";1;-;6;2;-;1;1;1;-;-;4;4;20
"293070 SIMOES FILHO";-;-;-;-;-;-;-;-;-;-;-;1;1
"293077 SOBRADINHO";1;-;-;-;-;-;-;-;-;-;-;-;1
"293135 TEIXEIRA DE FREITAS";-;1;-;-;-;-;-;-;-;-;-;-;1
"293150 TEOFILANDIA";1;-;1;-;-;-;-;-;-;-;-;-;2
"293210 UBAIRA";-;-;-;-;1;-;-;-;-;-;-;-;1
"293240 UIBAI";-;1;-;-;-;-;-;-;-;-;-;-;1
"293315 VARZEA NOVA";-;-;-;1;-;-;-;-;-;-;-;-;1
"293325 VEREDA";-;1;-;-;-;-;-;-;-;-;-;-;1
"293330 VITORIA DA CONQUISTA";-;-;-;-;-;2;-;-;-;1;-;-;3
"310020 ABAETE";-;-;-;-;-;-;-;-;-;1;1;-;2
"310040 ACAIACA";1;-;-;-;-;-;-;-;1;-;2;-;4
"310050 ACUCENA";2;-;-;-;-;1;2;-;1;1;-;1;8
"310090 AGUAS FORMOSAS";-;-;-;-;-;1;-;-;-;-;-;-;1
"310230 ALVINOPOLIS";2;1;2;-;1;-;1;-;1;-;-;1;9
"310250 AMPARO DO SERRA";3;1;3;1;-;-;-;-;1;-;2;1;12
"310260 ANDRADAS";1;1;-;-;-;-;-;-;1;-;-;1;4
"310400 ARAXA";-;-;-;-;1;-;-;-;-;-;-;-;1
"310420 ARCOS";-;1;1;-;-;-;-;-;1;-;-;-;3
"310450 ARINOS";-;1;-;-;-;-;-;-;-;-;-;-;1
"310500 BALDIM";-;-;-;-;1;-;-;-;-;-;-;-;1
"310510 BAMBUI";-;-;-;1;-;-;-;-;-;-;-;-;1
"310540 BARAO DE COCAIS";-;1;3;1;1;-;1;-;1;-;-;-;8
"310560 BARBACENA";-;-;1;-;-;-;-;-;-;-;1;-;2
"310570 BARRA LONGA";2;1;-;2;3;2;-;1;1;3;-;1;16
"310600 BELA VISTA DE MINAS";1;-;-;-;-;2;-;-;1;-;-;-;4
"310620 BELO HORIZONTE";32;18;17;10;5;12;19;8;1;12;8;4;146
"310630 BELO ORIENTE";-;-;-;-;-;-;-;-;-;-;-;1;1
"310670 BETIM";1;-;-;1;1;-;1;1;1;2;-;-;8
"310740 BOM DESPACHO";-;-;1;-;-;-;-;-;-;-;-;-;1
"310810 BONFIM";-;-;-;-;-;-;-;-;-;-;-;1;1
"310860 BRASILIA DE MINAS";-;-;-;-;-;-;-;1;-;-;-;-;1
"310925 BUGRE";-;-;-;-;-;-;-;-;-;-;1;-;1
"310940 BURITIZEIRO";-;-;-;-;-;-;-;1;-;-;-;-;1
"311265 CAPITAO ANDRADE";-;-;-;-;-;-;-;-;-;1;-;-;1
"311280 CAPITOLIO";1;-;-;-;-;-;-;-;-;1;-;-;2
"311490 CASA GRANDE";-;-;-;-;1;-;-;-;-;-;-;-;1
"311535 CATAS ALTAS";2;-;-;-;-;-;-;2;-;1;-;-;5
"311540 CATAS ALTAS DA NORUEGA";-;-;-;-;-;-;-;-;-;-;-;1;1
"311783 CONEGO MARINHO";-;-;1;-;-;-;-;-;-;-;-;-;1
"311800 CONGONHAS";3;1;2;-;-;-;3;1;1;-;-;-;11
"311860 CONTAGEM";-;-;2;-;-;-;-;-;-;-;-;-;2
"311920 COROACI";-;-;-;-;-;-;-;-;1;-;1;-;2
"312125 DELTA";-;-;-;1;-;-;-;-;-;-;-;-;1
"312170 DIOGO DE VASCONCELOS";2;1;-;-;-;1;-;-;-;-;-;-;4
"312220 DIVINOLANDIA DE MINAS";-;4;-;1;-;1;-;-;-;-;2;-;8
"312245 DIVISOPOLIS";1;-;-;1;2;-;1;-;-;2;-;1;8
"312270 DOM SILVERIO";7;7;8;5;10;5;12;5;8;11;5;11;94
"312290 DONA EUSEBIA";-;1;-;-;-;-;-;-;-;-;-;-;1
"312340 DORESOPOLIS";-;-;-;-;-;-;1;-;-;-;-;-;1
"312390 ENTRE RIOS DE MINAS";-;-;-;-;-;-;-;-;-;-;1;-;1
"312510 EXTREMA";1;-;-;-;-;-;-;1;1;-;-;1;4
"312540 FELICIO DOS SANTOS";-;-;-;-;-;-;-;-;-;-;-;1;1
"312570 FELIXLANDIA";-;-;-;-;1;-;-;-;-;-;-;-;1
"312610 FORMIGA";-;-;-;-;-;-;-;-;-;1;-;-;1
"312820 GUARACIABA";1;1;3;-;-;-;-;-;-;-;1;-;6
"312960 IBIAI";-;-;-;-;1;-;-;-;-;-;-;-;1
"313050 ILICINEA";-;1;-;-;-;-;-;-;-;-;-;-;1
"313130 IPATINGA";5;4;-;1;2;-;-;3;1;2;1;2;21
"313220 ITAGUARA";-;1;-;-;-;-;-;-;-;-;-;-;1
"313270 ITAMBACURI";-;1;-;2;-;-;-;-;1;-;-;-;4
"313370 ITATIAIUCU";-;1;-;-;-;-;-;-;-;2;-;-;3
"313380 ITAUNA";-;-;-;-;1;-;1;-;-;-;-;-;2
"313450 ITUTINGA";-;-;-;-;-;-;-;-;1;-;-;-;1
"313500 JAGUARACU";2;2;-;-;1;-;-;-;-;1;-;-;6
"313535 JAPONVAR";-;-;1;-;-;-;-;-;-;-;-;-;1
"313550 JEQUERI";-;-;-;-;1;1;2;-;2;2;-;1;9
"313610 JOANESIA";3;-;2;1;2;3;2;2;4;5;2;1;27
"313670 JUIZ DE FORA";-;-;-;-;-;-;1;-;-;-;-;-;1
"313700 LADAINHA";-;-;3;3;2;1;1;2;-;2;2;1;17
"313720 LAGOA DA PRATA";1;-;-;-;-;-;-;-;-;-;-;-;1
"313810 LASSANCE";-;-;-;-;-;-;-;-;-;1;-;-;1
"313868 LUISLANDIA";-;-;1;-;-;-;-;-;-;-;-;1;2
"313920 MALACACHETA";1;3;3;1;5;5;1;2;1;2;3;-;27
"313940 MANHUACU";1;1;-;-;-;-;1;1;-;1;-;-;5
"314070 MATEUS LEME";-;-;1;-;-;-;-;-;-;-;-;2;3
"314100 MATO VERDE";-;-;-;-;-;-;-;-;-;-;1;-;1
"314130 MEDEIROS";-;-;-;-;-;-;-;-;1;-;-;-;1
"314200 MIRABELA";2;1;-;-;-;-;-;-;-;-;-;-;3
"314230 MOEDA";-;-;-;-;-;-;-;-;-;-;-;1;1
"314315 MONTE FORMOSO";-;-;-;-;-;-;-;-;-;1;-;-;1
"314330 MONTES CLAROS";-;-;-;-;2;-;-;-;-;-;-;-;2
"314430 NANUQUE";1;-;-;-;-;1;1;-;1;-;-;2;6
"314435 NAQUE";1;-;-;-;-;-;-;1;-;-;-;-;2
"314480 NOVA LIMA";4;2;2;-;-;-;2;-;-;5;-;-;15
"314490 NOVA MODICA";-;-;4;-;1;3;1;1;-;2;2;3;17
"314520 NOVA SERRANA";5;6;4;3;-;3;4;-;2;2;4;-;33
"314535 NOVO ORIENTE DE MINAS";1;-;-;-;-;-;-;-;-;-;-;-;1
"314537 NOVORIZONTE";-;1;-;-;-;-;-;-;-;-;-;-;1
"314560 OLIVEIRA";-;-;-;-;-;-;-;-;1;-;-;-;1
"314585 ORATORIOS";1;-;1;-;-;1;-;-;-;1;1;-;5
"314587 ORIZANIA";4;6;-;-;1;3;1;3;-;-;-;-;18
"314590 OURO BRANCO";-;-;-;-;-;-;1;-;-;-;-;-;1
"314610 OURO PRETO";-;-;-;-;1;-;-;-;-;-;-;-;1
"314740 PARAOPEBA";-;1;-;-;-;-;-;-;-;-;-;-;1
"314770 PASSA TEMPO";1;-;-;-;-;-;-;-;-;-;-;-;1
"315000 PESCADOR";-;1;-;-;-;-;-;-;1;-;-;-;2
"315020 PIEDADE DE PONTE NOVA";-;-;-;1;-;-;-;-;-;-;1;-;2
"315050 PIMENTA";1;-;-;1;-;1;-;-;2;-;-;1;6
"315053 PINGO-D'AGUA";2;-;5;2;-;1;-;-;3;-;2;-;15
"315120 PIRAPORA";-;-;1;-;-;-;-;-;-;-;-;-;1
"315130 PIRAUBA";-;-;2;-;1;1;-;-;-;-;-;-;4
"315150 PIUMHI";1;1;-;-;-;-;-;2;-;-;-;-;4
"315210 PONTE NOVA";3;-;2;-;2;1;-;-;-;6;2;4;20
"315230 PORTO FIRME";-;-;-;-;-;-;-;-;-;1;-;-;1
"315280 PRATA";-;-;-;1;-;-;-;-;-;-;-;-;1
"315350 ALTO JEQUITIBA";-;-;-;-;-;-;-;-;-;1;-;-;1
"315380 QUELUZITO";-;1;1;-;-;1;1;-;-;1;-;1;6
"315400 RAUL SOARES";4;5;10;2;2;2;2;2;2;5;8;7;51
"315445 RIACHINHO";-;-;-;-;-;-;1;-;-;-;-;-;1
"315460 RIBEIRAO DAS NEVES";-;-;-;-;-;-;-;-;1;-;-;3;4
"315490 RIO CASCA";-;-;1;-;1;-;1;-;-;-;-;1;4
"315560 RIO PARDO DE MINAS";-;-;-;1;-;-;-;-;-;-;-;-;1
"315670 SABARA";-;-;-;1;1;-;-;-;-;-;-;1;3
"315700 SALINAS";1;-;-;2;2;-;-;2;-;-;-;1;8
"315720 SANTA BARBARA";-;2;-;-;-;-;-;-;1;-;-;-;3
"315737 SANTA CRUZ DE SALINAS";1;-;-;-;-;-;-;-;-;-;-;-;1
"315740 SANTA CRUZ DO ESCALVADO";2;-;1;2;-;1;3;-;-;-;2;2;13
"315750 SANTA EFIGENIA DE MINAS";2;6;1;2;-;1;1;4;-;-;-;-;17
"315780 SANTA LUZIA";2;2;1;-;-;1;-;2;2;3;-;2;15
"315800 SANTA MARIA DE ITABIRA";1;-;-;-;-;-;-;-;-;-;-;-;1
"315895 SANTANA DO PARAISO";-;-;-;-;-;-;-;-;-;-;-;1;1
"315900 SANTANA DO RIACHO";-;-;-;1;-;-;-;-;-;-;-;-;1
"315935 SANTA RITA DE MINAS";-;-;-;-;-;1;-;-;-;-;-;-;1
"316010 SANTO ANTONIO DO GRAMA";-;-;-;-;-;1;-;-;-;-;-;-;1
"316040 SANTO ANTONIO DO MONTE";1;-;-;-;-;-;-;-;-;-;-;-;1
"316095 SAO DOMINGOS DAS DORES";1;1;-;3;-;-;-;2;-;1;2;1;11
"316130 SAO FRANCISCO DE SALES";2;-;-;-;-;-;-;-;-;-;-;-;2
"316310 SAO JOSE DA VARGINHA";-;-;-;-;-;-;-;-;-;1;-;-;1
"316340 SAO JOSE DO GOIABAL";1;-;-;-;-;-;-;-;-;2;-;1;4
"316400 SAO PEDRO DOS FERROS";2;1;1;3;1;1;2;-;-;2;1;-;14
"316460 SAO SEBASTIAO DO OESTE";1;-;-;-;-;-;-;-;-;-;-;-;1
"316470 SAO SEBASTIAO DO PARAISO";1;-;-;-;-;-;-;-;-;-;-;-;1
"316556 SEM-PEIXE";1;2;1;-;1;-;-;1;-;1;2;-;9
"316620 SENHORA DOS REMEDIOS";-;-;1;-;-;-;-;-;-;-;-;-;1
"316670 SERRA DOS AIMORES";-;-;1;-;1;-;-;-;-;-;-;-;2
"316730 SILVEIRANIA";-;-;-;-;-;-;-;1;-;-;-;-;1
"316860 TEOFILO OTONI";5;8;8;13;2;4;17;18;19;14;7;14;129
"316870 TIMOTEO";1;-;-;-;-;1;-;-;-;-;-;-;2
"316935 TRES MARIAS";-;-;-;-;-;1;-;-;-;-;-;-;1
"317000 UBAI";1;-;4;2;2;-;-;2;-;-;1;2;14
"317010 UBERABA";1;-;1;-;-;-;-;-;-;-;-;2;4
"317020 UBERLANDIA";-;1;-;2;-;-;-;-;1;-;-;-;4
"317050 URUCANIA";-;-;-;-;-;-;1;-;-;-;1;-;2
"317130 VICOSA";-;2;1;-;-;-;-;-;-;-;-;-;3
"320530 VITORIA";3;-;-;-;-;-;-;-;-;-;-;-;3
"330010 ANGRA DOS REIS";-;-;1;-;-;-;-;-;-;-;-;-;1
"330040 BARRA MANSA";-;-;-;-;-;-;-;-;1;-;-;-;1
"330160 DUAS BARRAS";-;-;-;-;-;-;-;-;4;-;-;1;5
"330170 DUQUE DE CAXIAS";-;-;-;1;-;-;-;-;1;-;-;-;2
"330240 MACAE";-;-;-;-;1;-;-;-;-;-;-;2;3
"330270 MARICA";-;-;1;-;-;-;-;-;-;-;-;-;1
"330330 NITEROI";-;1;-;-;-;-;-;-;-;-;-;-;1
"330340 NOVA FRIBURGO";-;-;-;-;1;-;-;-;-;-;-;-;1
"330410 PORCIUNCULA";-;-;-;-;-;-;-;-;-;-;1;-;1
"330414 QUEIMADOS";-;1;-;-;-;-;-;-;-;-;-;1;2
"330455 RIO DE JANEIRO";-;-;-;-;-;-;1;2;1;-;-;1;5
"330570 SUMIDOURO";1;5;-;-;-;-;-;-;-;-;-;-;6
"350160 AMERICANA";-;-;-;-;-;1;1;-;-;-;-;-;2
"350270 APIAI";-;-;-;-;-;-;1;-;-;-;-;-;1
"350320 ARARAQUARA";-;-;-;-;-;1;-;-;-;-;-;-;1
"350380 ARTUR NOGUEIRA";1;-;-;-;1;-;-;-;-;-;-;-;2
"350390 ARUJA";-;-;-;-;-;-;-;-;-;-;-;1;1
"350410 ATIBAIA";-;3;-;-;-;1;-;-;-;-;-;-;4
"350600 BAURU";-;-;-;-;-;-;-;-;1;-;-;-;1
"350635 BERTIOGA";-;-;-;-;1;-;-;-;-;-;-;-;1
"350660 BIRITIBA-MIRIM";1;-;-;-;-;-;-;-;-;-;-;-;1
"350700 BOITUVA";1;-;-;-;-;1;-;-;-;-;-;-;2
"350840 CABREUVA";-;-;-;-;-;-;-;1;-;-;-;-;1
"350950 CAMPINAS";2;1;1;-;-;1;-;1;3;1;-;-;10
"351040 CAPIVARI";-;-;-;-;-;-;-;1;-;-;-;-;1
"351050 CARAGUATATUBA";-;-;-;-;-;-;1;1;1;-;-;-;3
"351110 CATANDUVA";-;-;-;-;-;1;-;-;-;-;-;-;1
"351440 DRACENA";-;1;-;-;-;-;-;-;-;-;-;-;1
"351500 EMBU DAS ARTES";-;-;-;-;1;-;-;1;1;-;-;-;3
"351630 FRANCISCO MORATO";1;-;-;-;1;-;-;-;-;-;-;-;2
"351880 GUARULHOS";-;-;1;-;1;-;-;-;1;2;-;-;5
"351907 HORTOLANDIA";1;-;-;-;-;-;-;1;1;-;-;-;3
"352000 IGARACU DO TIETE";-;-;1;-;-;-;-;-;-;-;-;-;1
"352040 ILHABELA";-;1;-;-;1;1;-;-;-;-;-;1;4
"352050 INDAIATUBA";1;1;1;-;-;-;-;-;-;-;-;-;3
"352210 ITANHAEM";-;2;-;-;-;-;-;-;-;-;-;-;2
"352230 ITAPETININGA";-;-;1;-;-;-;-;-;-;-;-;-;1
"352250 ITAPEVI";-;-;-;1;-;-;-;-;-;1;-;-;2
"352260 ITAPIRA";-;-;-;-;1;-;-;-;-;-;-;-;1
"352330 ITARIRI";1;-;-;-;-;-;-;-;-;-;-;-;1
"352340 ITATIBA";-;1;-;-;-;-;-;-;-;-;-;-;1
"352390 ITU";-;1;-;-;-;1;1;-;-;-;-;-;3
"352430 JABOTICABAL";-;-;-;-;1;-;1;-;-;-;-;-;2
"352470 JAGUARIUNA";-;-;-;-;-;-;-;-;-;-;-;1;1
