 ESQUISTOSSOMOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2017
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"250523 CUITE DE MAMANGUAPE";-;1;-;-;-;-;-;-;-;-;-;-;1
"250630 GUARABIRA";1;-;-;-;-;2;-;1;-;-;-;-;4
"250720 ITATUBA";2;-;-;-;-;-;-;-;-;-;-;-;2
"250750 JOAO PESSOA";-;1;-;-;-;1;1;1;-;-;-;-;4
"250800 JURU";-;-;-;-;-;-;-;-;-;-;-;1;1
"250860 LUCENA";-;-;-;-;-;1;-;-;-;-;-;-;1
"251120 PEDRAS DE FOGO";8;6;6;9;1;3;2;-;-;1;1;3;40
"251160 PILOES";-;-;-;-;-;-;-;-;-;-;3;-;3
"251170 PILOEZINHOS";-;-;-;-;1;-;-;-;-;-;-;-;1
"251200 POCINHOS";1;-;-;-;-;-;-;-;-;-;-;-;1
"251250 QUEIMADAS";-;-;1;1;5;-;1;1;2;2;1;-;14
"251385 SANTO ANDRE";-;-;-;-;-;-;-;-;-;1;-;-;1
"251700 UMBUZEIRO";-;1;-;-;-;-;-;1;1;-;-;-;3
"260050 AGUAS BELAS";-;-;-;-;-;-;-;-;-;-;-;1;1
"260105 ARACOIABA";-;1;-;-;-;-;-;-;-;-;-;-;1
"260110 ARARIPINA";-;-;-;-;-;-;-;-;-;-;-;1;1
"260140 BARREIROS";-;-;-;-;-;-;-;-;1;-;-;-;1
"260190 BEZERROS";1;-;-;-;-;-;1;1;-;-;-;-;3
"260290 CABO DE SANTO AGOSTINHO";1;-;-;-;-;1;-;-;-;-;-;-;2
"260310 CACHOEIRINHA";-;-;-;-;-;1;-;-;-;-;-;-;1
"260350 CAMOCIM DE SAO FELIX";-;-;-;-;-;-;1;-;-;-;-;-;1
"260440 CHA DE ALEGRIA";-;-;-;-;-;-;-;3;-;-;-;1;4
"260490 CUMARU";-;-;-;-;1;-;-;-;-;-;-;-;1
"260520 ESCADA";-;-;-;-;-;-;1;-;-;-;-;-;1
"260540 FEIRA NOVA";-;1;-;-;-;-;-;-;-;-;-;-;1
"260660 IBIMIRIM";-;-;-;-;-;-;-;-;1;-;-;-;1
"260720 IPOJUCA";-;-;-;-;-;-;-;1;-;-;-;-;1
"260775 ITAPISSUMA";-;-;-;-;-;-;-;-;-;-;2;-;2
"260800 JATAUBA";-;-;-;-;-;-;-;-;-;1;-;-;1
"260880 LAJEDO";-;-;-;-;-;1;-;-;-;-;-;-;1
"260890 LIMOEIRO";-;1;-;-;-;-;-;-;-;-;-;-;1
"260910 MACHADOS";-;-;-;-;-;1;-;-;-;-;-;-;1
"260990 OURICURI";-;-;-;-;-;1;-;-;-;-;-;-;1
"261000 PALMARES";1;-;-;-;-;-;-;-;-;-;-;3;4
"261010 PALMEIRINA";-;-;-;-;-;-;-;-;-;-;3;1;4
"261020 PANELAS";-;1;1;-;-;-;-;1;-;1;-;-;4
"261110 PETROLINA";-;1;-;-;-;-;-;-;-;-;-;-;1
"261160 RECIFE";13;9;8;10;4;2;6;13;8;6;15;9;103
"261200 SAIRE";-;-;-;-;-;-;1;-;-;1;-;-;2
"261250 SANTA CRUZ DO CAPIBARIBE";2;2;4;6;2;2;3;-;5;3;4;3;36
"261300 SAO BENTO DO UNA";-;-;-;-;-;1;-;-;-;-;-;-;1
"261310 SAO CAITANO";-;1;-;-;-;-;-;-;-;1;-;-;2
"261330 SAO JOAQUIM DO MONTE";-;-;-;1;-;2;-;-;-;-;-;-;3
"261340 SAO JOSE DA COROA GRANDE";-;-;-;-;-;-;-;1;-;-;-;-;1
"261370 SAO LOURENCO DA MATA";-;-;1;1;-;1;1;2;-;2;1;-;9
"261450 SURUBIM";-;-;-;-;1;-;-;-;-;-;-;-;1
"261540 TORITAMA";4;4;4;4;5;5;3;6;6;1;-;-;42
"270010 AGUA BRANCA";-;-;-;-;-;-;-;-;-;1;-;-;1
"270130 CAJUEIRO";-;-;-;-;-;-;-;-;-;-;1;-;1
"270150 CAMPO GRANDE";-;2;1;-;1;1;-;1;2;2;4;2;16
"270170 CAPELA";-;-;1;-;-;-;-;-;-;-;-;-;1
"270180 CARNEIROS";-;-;-;-;-;-;1;-;-;-;-;-;1
"270230 CORURIPE";-;-;-;-;-;-;-;-;2;-;-;-;2
"270250 DOIS RIACHOS";-;-;-;-;-;-;1;-;-;-;-;-;1
"270370 JARAMATAIA";-;-;-;-;-;-;-;-;-;-;2;-;2
"270380 JOAQUIM GOMES";-;-;-;-;-;-;-;-;-;-;-;2;2
"270410 LAGOA DA CANOA";-;-;-;-;-;1;-;-;-;-;-;-;1
"270430 MACEIO";2;1;2;-;3;-;5;3;2;1;3;-;22
"270450 MARAGOGI";-;-;-;-;-;1;1;1;-;-;-;1;4
"270470 MARECHAL DEODORO";-;-;-;1;-;-;-;-;-;-;-;-;1
"270540 MONTEIROPOLIS";-;-;-;-;-;-;-;-;-;-;-;1;1
"270590 OLHO D'AGUA GRANDE";-;1;-;-;2;-;-;-;-;-;-;1;4
"270640 PAO DE ACUCAR";-;-;-;-;-;-;-;-;1;1;-;-;2
"270730 PORTO CALVO";-;-;-;-;-;-;-;-;-;-;2;-;2
"270760 QUEBRANGULO";1;-;-;-;-;-;-;-;-;-;-;-;1
"270800 SANTANA DO IPANEMA";-;-;-;-;1;-;1;1;-;-;-;-;3
"270820 SAO BRAS";-;-;-;-;1;-;-;-;-;-;-;-;1
"270850 SAO LUIS DO QUITUNDE";-;-;-;-;-;-;-;-;-;1;-;-;1
"270870 SAO MIGUEL DOS MILAGRES";-;-;-;-;-;-;-;-;-;-;1;-;1
"270880 SAO SEBASTIAO";-;-;-;-;-;-;-;-;-;-;-;2;2
"270920 TRAIPU";-;3;-;-;-;1;-;-;1;-;-;-;5
"280030 ARACAJU";10;4;1;1;1;-;-;-;-;1;2;2;22
"280050 AREIA BRANCA";-;-;-;-;-;3;-;-;-;5;1;2;11
"280110 CANHOBA";-;-;-;-;-;-;-;-;1;-;-;-;1
"280140 CARIRA";-;1;-;-;-;-;-;1;-;-;-;-;2
"280190 CUMBE";-;1;-;-;-;-;-;-;1;1;-;-;3
"280230 FREI PAULO";-;-;-;-;-;-;-;-;-;-;1;-;1
"280240 GARARU";1;-;-;-;-;-;1;-;-;-;-;-;2
"280290 ITABAIANA";-;-;-;-;-;-;-;-;-;-;1;-;1
"280340 JAPOATA";-;-;-;1;3;-;-;-;-;-;-;1;5
"280380 MALHADA DOS BOIS";-;1;1;-;-;-;-;-;-;-;-;-;2
"280410 MOITA BONITA";3;-;-;2;-;-;-;-;-;-;-;-;5
"280430 MURIBECA";-;-;-;1;-;-;-;-;-;-;-;-;1
"280450 NOSSA SENHORA DA GLORIA";1;-;-;1;1;1;-;2;-;-;-;-;6
"280470 NOSSA SENHORA DE LOURDES";-;-;-;-;-;-;-;-;-;1;-;-;1
"280480 NOSSA SENHORA DO SOCORRO";-;-;-;-;-;-;1;-;-;-;1;-;2
"280520 PINHAO";-;-;-;-;-;1;-;-;-;-;-;-;1
"280550 POCO VERDE";-;-;-;-;-;1;-;-;-;1;-;-;2
"280580 RIACHAO DO DANTAS";-;-;-;-;1;-;-;-;4;-;1;2;8
"280600 RIBEIROPOLIS";-;2;1;-;-;-;1;-;1;-;-;-;5
"280620 SALGADO";-;-;-;-;1;-;-;-;-;-;-;-;1
"280680 SAO DOMINGOS";1;1;-;1;-;-;-;-;-;1;-;-;4
"280760 UMBAUBA";-;-;-;3;5;-;2;-;-;1;-;-;11
"290080 ALCOBACA";-;1;1;2;-;-;1;-;1;-;-;-;6
"290090 ALMADINA";1;-;-;-;-;-;-;1;-;1;-;-;3
"290115 AMERICA DOURADA";-;-;-;-;-;-;-;1;-;-;-;-;1
"290120 ANAGE";-;5;1;-;1;-;-;2;-;-;-;-;9
"290135 ANDORINHA";-;-;-;-;-;-;1;-;-;1;-;-;2
"290160 ANTAS";-;-;-;-;-;-;-;-;-;-;-;1;1
"290180 ANTONIO GONCALVES";-;-;-;-;-;-;-;-;-;2;-;1;3
"290200 ARACATU";-;-;-;-;-;-;-;-;1;-;-;-;1
"290205 ARACAS";-;-;-;-;1;-;-;-;-;-;-;-;1
"290210 ARACI";-;-;-;-;-;-;1;-;-;2;-;-;3
"290320 BARREIRAS";1;1;2;1;-;-;1;-;-;-;-;-;6
"290390 BOM JESUS DA LAPA";-;-;-;-;3;-;-;-;-;-;-;-;3
"290395 BOM JESUS DA SERRA";-;1;-;-;-;-;-;-;-;-;-;-;1
"290410 BOQUIRA";-;-;-;-;-;-;-;-;-;1;-;-;1
"290450 BROTAS DE MACAUBAS";-;-;-;-;-;-;-;-;-;-;-;1;1
"290470 BUERAREMA";-;-;-;-;1;1;-;-;-;-;-;-;2
"290515 CAETANOS";-;2;1;2;4;2;7;1;3;1;6;1;30
"290530 CAFARNAUM";-;-;-;-;-;-;-;-;1;-;-;1;2
"290560 CAMACAN";2;1;5;2;4;6;-;-;-;-;-;-;20
"290620 CANARANA";-;-;-;-;-;-;-;-;1;-;3;-;4
"290650 CANDEIAS";-;1;-;-;-;-;-;-;-;6;-;-;7
"290687 CAPIM GROSSO";-;-;-;-;-;-;1;-;4;1;1;-;7
"290730 CASTRO ALVES";-;2;2;2;7;2;1;1;6;3;-;-;26
"290770 CHORROCHO";-;-;-;-;-;-;-;-;1;-;-;-;1
"290780 CICERO DANTAS";-;-;-;-;-;-;-;-;-;-;-;1;1
"290800 COARACI";-;1;2;-;-;-;-;-;-;-;-;-;3
"290840 CONCEICAO DO COITE";-;-;-;-;1;-;-;-;-;-;-;-;1
"290870 CONDEUBA";-;2;-;1;1;-;-;-;-;-;-;-;4
"290910 CORIBE";-;-;-;-;-;-;-;1;1;-;-;-;2
"290950 CRAVOLANDIA";-;1;-;-;2;-;-;-;-;-;-;-;3
"291010 DOM BASILIO";1;-;-;-;1;-;-;-;-;-;-;-;2
"291040 ENCRUZILHADA";-;-;1;-;-;-;-;-;-;-;-;-;1
"291080 FEIRA DE SANTANA";-;-;-;-;1;-;-;-;-;-;-;-;1
"291085 FILADELFIA";-;-;1;-;-;-;2;-;-;-;-;-;3
"291100 FLORESTA AZUL";-;-;-;-;2;-;3;-;-;-;-;-;5
"291130 GENTIO DO OURO";-;-;-;-;-;-;-;-;1;-;-;-;1
"291150 GONGOGI";2;2;5;-;-;1;2;-;-;-;-;1;13
"291160 GOVERNADOR MANGABEIRA";-;-;-;-;-;-;-;-;-;3;1;-;4
"291165 GUAJERU";-;-;-;-;-;-;-;1;-;-;-;-;1
"291170 GUANAMBI";1;-;2;1;1;-;1;1;-;1;2;-;10
"291185 HELIOPOLIS";-;-;-;-;-;-;-;-;-;-;1;-;1
"291210 IBICARAI";-;-;-;-;1;-;-;-;-;-;-;-;1
"291240 IBIPEBA";1;-;-;-;-;-;-;-;-;-;-;-;1
"291250 IBIPITANGA";-;-;-;-;-;-;-;1;-;-;2;1;4
"291270 IBIRAPITANGA";3;3;2;1;4;3;3;-;1;4;1;8;33
"291280 IBIRAPUA";-;1;1;-;-;1;-;-;1;-;-;-;4
"291300 IBITIARA";-;-;1;-;-;-;-;-;-;-;-;-;1
"291320 IBOTIRAMA";-;-;1;-;-;-;-;-;-;-;-;-;1
"291440 IRAQUARA";-;-;-;-;-;-;-;-;-;1;-;-;1
"291460 IRECE";2;-;3;1;3;2;1;-;-;1;2;1;16
"291470 ITABERABA";-;-;-;-;1;-;-;-;-;-;-;-;1
"291500 ITAETE";-;-;1;-;-;-;-;-;-;-;-;-;1
"291510 ITAGI";-;-;-;-;3;-;-;-;-;-;-;-;3
"291540 ITAJU DO COLONIA";-;-;2;1;1;-;-;-;-;-;-;-;4
"291560 ITAMARAJU";1;2;1;1;1;1;-;-;-;-;-;-;7
"291570 ITAMARI";-;-;-;-;-;-;1;-;-;-;1;-;2
"291600 ITANHEM";-;-;2;1;-;-;-;-;-;-;-;-;3
"291640 ITAPETINGA";-;-;-;-;-;-;-;-;-;1;-;-;1
"291660 ITAPITANGA";1;4;1;3;3;1;-;-;-;-;-;-;13
"291800 JEQUIE";-;-;-;-;-;-;2;-;-;-;-;-;2
"291835 JOAO DOURADO";-;-;-;-;-;1;-;-;-;-;-;-;1
"291840 JUAZEIRO";-;2;-;-;-;-;-;-;-;-;-;-;2
"291850 JUSSARA";-;-;-;1;-;-;-;-;-;-;-;-;1
"291855 JUSSARI";-;1;-;2;5;-;3;-;-;-;-;-;11
"291890 LAJEDAO";-;-;-;-;1;-;-;1;-;-;-;-;2
"291955 LUIS EDUARDO MAGALHAES";-;-;-;-;-;-;1;-;-;-;4;-;5
"291992 MADRE DE DEUS";-;-;-;1;-;-;-;-;-;-;-;-;1
"292010 MAIRI";-;-;1;-;-;-;-;-;-;-;-;-;1
"292080 MARCIONILIO SOUZA";-;-;-;-;1;-;-;1;-;1;-;-;3
"292140 MIRANGABA";-;-;-;-;1;-;-;-;-;-;-;-;1
"292150 MONTE SANTO";-;-;-;-;-;-;-;-;-;1;-;-;1
"292200 MUCURI";1;-;-;-;-;-;-;-;-;-;-;-;1
"292240 MUTUIPE";-;-;-;-;1;-;-;-;-;-;-;-;1
"292285 NOVA REDENCAO";2;-;-;-;-;2;-;1;-;-;-;-;5
"292290 NOVA SOURE";1;1;1;-;2;-;-;-;1;1;-;1;8
"292320 OLIVEIRA DOS BREJINHOS";-;1;-;1;-;-;-;-;-;-;-;-;2
"292360 PARAMIRIM";-;-;-;-;-;-;3;-;2;2;1;-;8
"292370 PARATINGA";-;-;-;1;-;-;-;-;-;-;-;-;1
"292380 PARIPIRANGA";-;-;-;-;-;-;1;1;-;-;-;-;2
"292400 PAULO AFONSO";-;-;-;-;-;-;-;-;-;-;1;-;1
"292500 PLANALTO";-;3;1;1;4;2;-;-;-;-;-;-;11
"292575 PRESIDENTE TANCREDO NEVES";-;-;-;-;-;-;-;1;3;1;1;5;11
"292595 RAFAEL JAMBEIRO";-;-;1;1;-;-;1;1;-;-;-;-;4
"292660 RIBEIRA DO POMBAL";-;-;1;-;-;-;-;-;-;-;-;-;1
"292700 RIO REAL";-;-;-;-;-;-;-;-;-;-;1;-;1
"292730 SALINAS DA MARGARIDA";1;-;-;-;-;-;-;-;-;-;-;-;1
"292740 SALVADOR";2;-;2;1;4;4;5;1;2;5;3;5;34
"292780 SANTA CRUZ DA VITORIA";-;-;-;-;-;-;-;-;-;-;1;1;2
"292800 SANTALUZ";-;-;-;-;-;-;-;-;-;1;-;-;1
"292805 SANTA LUZIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"292820 SANTANA";-;-;-;-;-;-;-;-;-;1;-;-;1
"292870 SANTO ANTONIO DE JESUS";-;-;-;-;-;-;-;1;-;2;-;1;4
"292890 SAO DESIDERIO";-;-;-;-;-;1;-;1;-;-;-;1;3
"292905 SAO FELIX DO CORIBE";-;-;-;-;-;1;-;-;-;-;-;-;1
"292935 SAO JOSE DA VITORIA";1;-;-;-;-;-;-;-;-;-;-;-;1
"292950 SAO SEBASTIAO DO PASSE";-;-;-;-;1;-;-;-;-;1;-;-;2
"293000 SEBASTIAO LARANJEIRAS";-;-;-;-;-;-;-;1;-;-;-;-;1
"293050 SERRINHA";-;-;-;-;2;1;1;-;-;-;-;-;4
"293070 SIMOES FILHO";-;-;1;-;-;-;-;-;-;-;2;2;5
"293110 TANQUINHO";-;-;-;-;-;-;-;-;-;1;-;-;1
"293150 TEOFILANDIA";1;-;2;-;-;-;-;-;-;1;-;-;4
"293180 TREMEDAL";-;-;-;-;-;-;-;-;-;1;-;-;1
"293220 UBAITABA";-;2;-;2;-;-;-;-;-;-;-;-;4
"293230 UBATA";2;2;5;3;5;7;-;-;-;-;-;-;24
"293240 UIBAI";-;-;-;-;-;-;-;-;-;1;-;-;1
"293250 UNA";-;-;-;-;-;-;1;-;-;-;-;-;1
"293300 VALENTE";-;-;-;-;-;4;-;-;-;-;-;-;4
"293315 VARZEA NOVA";-;1;-;-;-;-;-;-;-;-;-;-;1
"293325 VEREDA";-;-;1;-;-;-;1;-;3;-;-;-;5
"293330 VITORIA DA CONQUISTA";4;-;-;-;-;-;-;-;-;-;-;-;4
"310040 ACAIACA";-;-;-;-;-;-;1;-;-;-;-;-;1
"310050 ACUCENA";2;5;13;5;15;10;25;7;18;24;22;18;164
"310210 ALTO RIO DOCE";-;-;-;-;-;-;-;-;-;1;-;-;1
"310230 ALVINOPOLIS";2;3;-;1;4;3;5;2;5;3;4;5;37
"310250 AMPARO DO SERRA";1;-;-;1;-;1;-;1;1;1;1;1;8
"310260 ANDRADAS";-;-;-;-;-;-;-;2;-;-;-;-;2
"310340 ARACUAI";-;-;-;-;-;1;-;-;-;-;-;-;1
"310370 ARAPONGA";-;-;-;-;-;-;-;1;-;-;-;-;1
"310400 ARAXA";-;-;1;1;1;-;-;1;-;-;3;1;8
"310420 ARCOS";-;-;1;-;-;-;-;-;-;-;1;-;2
"310440 ARGIRITA";-;-;-;-;-;-;1;-;-;-;-;-;1
"310450 ARINOS";1;-;-;-;-;-;1;2;1;-;-;-;5
"310510 BAMBUI";-;-;-;-;-;-;-;2;-;-;-;-;2
"310540 BARAO DE COCAIS";-;-;-;-;-;-;-;1;-;-;-;-;1
"310560 BARBACENA";-;-;1;-;-;1;-;2;-;-;-;1;5
"310570 BARRA LONGA";-;5;1;-;2;2;-;2;-;1;3;-;16
"310600 BELA VISTA DE MINAS";-;-;-;1;-;1;-;2;-;-;-;-;4
"310620 BELO HORIZONTE";18;23;30;23;25;30;17;26;31;29;19;21;292
"310630 BELO ORIENTE";-;-;-;-;-;-;-;-;-;2;-;-;2
"310670 BETIM";2;2;6;3;7;4;3;9;4;7;1;2;50
"310740 BOM DESPACHO";3;-;-;-;-;-;1;-;-;1;1;-;6
"310810 BONFIM";-;-;-;1;-;1;-;-;-;-;-;-;2
"310820 BONFINOPOLIS DE MINAS";-;-;-;-;-;-;-;-;-;-;1;-;1
"310870 BRAS PIRES";-;-;-;-;-;1;-;-;-;-;-;-;1
"310925 BUGRE";2;-;-;-;1;-;1;-;-;-;-;3;7
"310960 CACHOEIRA DA PRATA";-;-;-;-;-;-;1;-;-;-;-;-;1
"311120 CAMPO BELO";-;-;-;-;-;-;-;-;-;-;-;1;1
"311220 CAPELA NOVA";-;-;-;-;-;-;-;-;-;-;4;-;4
"311310 CARANAIBA";3;2;2;4;4;1;5;4;2;6;4;4;41
"311530 CATAGUASES";-;1;1;-;2;-;-;-;-;-;-;-;4
"311535 CATAS ALTAS";-;-;-;-;1;1;-;2;1;-;-;-;5
"311540 CATAS ALTAS DA NORUEGA";-;-;1;-;-;1;-;1;1;-;-;1;5
"311660 CLAUDIO";-;-;-;-;1;-;-;-;-;-;-;-;1
"311730 CONCEICAO DAS ALAGOAS";-;2;-;-;1;-;-;2;1;1;2;1;10
"311783 CONEGO MARINHO";-;-;2;-;1;-;-;1;-;-;-;-;4
"311800 CONGONHAS";-;1;-;1;3;2;1;1;2;2;-;1;14
"311860 CONTAGEM";2;2;1;-;-;1;4;2;-;-;1;-;13
"311920 COROACI";-;-;-;-;-;-;-;-;-;-;1;-;1
"311940 CORONEL FABRICIANO";-;-;1;-;-;-;-;-;-;-;-;-;1
"311950 CORONEL MURTA";-;2;-;-;-;-;-;-;-;-;-;-;2
"312040 CRISTIANO OTONI";1;-;2;1;1;1;-;-;2;4;3;-;15
"312160 DIAMANTINA";-;-;-;-;-;-;1;1;-;1;1;-;4
"312170 DIOGO DE VASCONCELOS";-;2;1;-;1;-;1;-;-;1;-;-;6
"312270 DOM SILVERIO";13;6;5;6;4;6;2;6;8;11;12;10;89
"312290 DONA EUSEBIA";-;-;-;-;-;-;-;-;1;-;1;-;2
"312340 DORESOPOLIS";-;-;-;-;1;-;-;-;-;-;-;-;1
"312510 EXTREMA";-;1;2;-;1;-;-;-;-;-;-;-;4
"312570 FELIXLANDIA";-;-;-;-;-;-;-;-;-;-;1;-;1
"312590 FERROS";-;-;-;-;-;-;-;-;-;-;-;1;1
"312600 FLORESTAL";-;-;-;-;-;-;-;-;-;-;-;1;1
"312610 FORMIGA";1;1;-;1;-;-;-;-;1;-;-;-;4
"312705 FRONTEIRA DOS VALES";-;-;-;1;-;-;-;-;-;-;-;-;1
"312770 GOVERNADOR VALADARES";-;-;-;-;-;1;2;-;-;-;-;-;3
"312820 GUARACIABA";2;-;1;-;-;2;-;2;-;1;-;1;9
"312950 IBIA";-;-;-;1;-;-;-;-;-;-;-;-;1
"313020 IGARATINGA";-;-;-;-;-;3;-;-;-;-;-;-;3
"313030 IGUATAMA";-;-;-;-;-;-;-;1;-;-;-;-;1
"313115 IPABA";1;4;2;4;4;8;3;-;-;-;-;-;26
"313130 IPATINGA";5;10;12;21;30;30;21;38;29;46;51;41;334
"313240 ITAJUBA";-;-;-;-;-;-;-;-;-;1;-;-;1
"313320 ITANHOMI";-;-;-;-;-;-;-;1;-;-;-;-;1
"313370 ITATIAIUCU";-;-;1;-;1;1;3;1;-;1;1;1;10
"313380 ITAUNA";-;-;1;1;1;-;-;1;-;-;-;-;4
"313390 ITAVERAVA";-;-;1;-;-;1;-;7;2;1;4;-;16
"313460 JABOTICATUBAS";1;-;-;-;-;3;2;2;1;-;2;-;11
"313500 JAGUARACU";-;-;-;-;1;-;-;-;-;-;-;-;1
"313520 JANUARIA";-;-;2;1;-;-;-;-;-;-;-;1;4
"313550 JEQUERI";3;-;-;2;-;-;1;-;-;-;-;1;7
"313610 JOANESIA";-;5;-;3;1;2;3;4;2;4;9;7;40
"313660 NOVA UNIAO";-;-;-;-;-;-;-;1;-;-;-;-;1
"313665 JUATUBA";-;-;1;-;1;-;1;1;-;1;1;-;6
"313670 JUIZ DE FORA";-;-;2;-;1;-;2;-;-;-;-;-;5
"313820 LAVRAS";-;-;-;-;2;1;-;-;1;-;-;-;4
"313868 LUISLANDIA";-;-;1;-;-;1;1;-;-;-;-;2;5
"313880 LUZ";-;-;-;-;-;-;-;-;-;1;-;-;1
"313920 MALACACHETA";-;-;1;2;2;4;2;10;4;8;8;2;43
"314070 MATEUS LEME";-;3;1;-;-;-;-;-;-;-;-;-;4
"314200 MIRABELA";-;-;-;-;-;-;-;-;-;-;-;5;5
"314210 MIRADOURO";-;-;-;-;-;-;-;-;-;-;1;-;1
"314220 MIRAI";1;1;1;1;1;-;-;-;-;-;-;-;5
"314430 NANUQUE";-;-;-;-;-;-;-;1;-;2;2;-;5
"314435 NAQUE";-;2;1;-;1;-;-;-;-;-;-;-;4
"314470 NOVA ERA";-;-;-;-;-;-;-;-;1;-;-;-;1
"314520 NOVA SERRANA";1;2;3;5;8;7;3;7;4;9;9;3;61
"314585 ORATORIOS";1;-;1;-;-;2;1;-;1;2;-;-;8
"314590 OURO BRANCO";-;-;-;-;-;-;-;-;-;1;-;-;1
