 ESQUISTOSSOMOSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2019
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"250180 BAYEUX";-;-;-;-;-;-;3;1;-;-;1;-;5
"250190 BELEM";-;-;-;-;-;1;-;-;-;-;-;-;1
"250290 BREJO DOS SANTOS";-;-;-;-;1;-;-;-;-;-;-;-;1
"250400 CAMPINA GRANDE";-;-;-;-;-;-;-;-;-;-;-;1;1
"250490 CRUZ DO ESPIRITO SANTO";-;-;-;-;-;-;-;-;-;1;-;-;1
"250527 CURRAL DE CIMA";-;-;-;-;-;1;-;-;-;-;-;-;1
"250680 INGA";-;-;1;1;-;-;-;-;-;-;-;-;2
"250700 ITAPORANGA";-;-;-;1;-;-;-;-;-;-;-;-;1
"250750 JOAO PESSOA";-;-;1;-;1;-;-;1;-;-;1;-;4
"250855 LOGRADOURO";-;1;-;-;-;-;-;-;-;-;-;-;1
"250980 MULUNGU";-;-;-;-;-;-;-;1;-;-;-;-;1
"251010 NOVA FLORESTA";-;-;-;-;-;-;-;-;-;-;-;1;1
"251150 PILAR";-;-;1;-;-;-;-;-;-;-;-;-;1
"251180 PIRPIRITUBA";2;2;-;-;-;-;-;-;-;-;-;-;4
"251250 QUEIMADAS";1;-;1;-;-;-;1;-;-;-;-;-;3
"251530 SAPE";-;-;-;-;-;-;1;-;-;-;-;-;1
"251640 TACIMA";-;1;-;-;-;-;-;-;-;-;-;-;1
"260010 AFOGADOS DA INGAZEIRA";-;-;-;-;-;-;1;-;-;-;-;-;1
"260050 AGUAS BELAS";-;-;1;-;-;-;-;-;-;-;-;1;2
"260120 ARCOVERDE";-;-;-;-;-;-;-;1;-;-;-;-;1
"260220 BOM JARDIM";-;-;-;-;-;-;-;-;-;1;-;-;1
"260260 BREJO DA MADRE DE DEUS";-;1;-;-;-;-;-;1;-;-;-;-;2
"260350 CAMOCIM DE SAO FELIX";-;-;-;-;-;-;-;1;-;-;-;-;1
"260490 CUMARU";-;-;-;-;-;-;-;1;1;-;-;-;2
"260580 FREI MIGUELINHO";-;-;-;-;-;-;-;-;1;-;-;-;1
"260600 GARANHUNS";-;-;-;1;-;-;-;-;-;-;-;-;1
"260650 IATI";3;-;-;-;-;-;-;-;-;-;-;-;3
"260720 IPOJUCA";-;-;1;-;1;-;-;-;-;-;-;-;2
"260775 ITAPISSUMA";-;4;4;2;-;-;1;-;-;-;-;-;11
"260790 JABOATAO DOS GUARARAPES";-;-;-;-;-;1;2;-;-;-;-;-;3
"260830 JUPI";-;-;-;-;-;-;-;1;-;-;1;-;2
"260845 LAGOA DO CARRO";-;-;-;-;-;-;-;-;-;-;-;1;1
"260875 LAGOA GRANDE";-;-;-;-;-;-;2;-;-;-;-;-;2
"260915 MANARI";-;-;-;-;-;1;-;-;-;-;-;1;2
"261000 PALMARES";-;-;-;-;-;-;-;-;-;-;1;-;1
"261010 PALMEIRINA";2;3;2;6;-;-;-;-;-;-;-;-;13
"261020 PANELAS";-;2;1;-;1;-;1;1;2;-;2;1;11
"261030 PARANATAMA";-;-;-;-;1;-;-;-;-;1;-;-;2
"261160 RECIFE";7;10;7;4;4;5;5;5;7;4;5;8;71
"261250 SANTA CRUZ DO CAPIBARIBE";-;-;1;-;-;-;-;-;1;-;-;1;3
"261300 SAO BENTO DO UNA";-;-;-;-;-;-;-;-;-;-;-;1;1
"261310 SAO CAITANO";-;-;-;1;1;-;-;-;2;-;-;1;5
"261320 SAO JOAO";-;-;1;-;-;-;-;1;-;-;-;-;2
"261340 SAO JOSE DA COROA GRANDE";-;-;-;-;1;-;-;-;-;-;-;-;1
"261550 TRACUNHAEM";-;-;-;-;-;-;-;-;-;1;-;-;1
"261620 VERTENTES";-;-;-;-;-;-;4;-;2;-;-;2;8
"270030 ARAPIRACA";-;-;-;-;-;-;-;-;5;-;-;-;5
"270040 ATALAIA";-;-;-;-;-;-;-;-;1;-;-;-;1
"270070 BATALHA";-;-;-;-;1;-;-;-;-;-;-;-;1
"270080 BELEM";-;-;1;-;1;-;-;-;-;-;-;-;2
"270110 BRANQUINHA";-;-;-;-;-;-;-;1;-;-;-;-;1
"270140 CAMPO ALEGRE";-;-;-;-;1;-;-;-;1;2;-;-;4
"270150 CAMPO GRANDE";7;6;-;-;-;1;1;1;1;2;1;1;21
"270170 CAPELA";-;-;-;-;-;-;-;-;1;-;-;-;1
"270230 CORURIPE";-;-;-;-;-;-;-;2;-;-;-;-;2
"270350 JACUIPE";-;-;-;-;-;-;-;-;-;-;2;-;2
"270360 JAPARATINGA";-;1;-;-;-;-;-;-;-;-;-;-;1
"270380 JOAQUIM GOMES";-;-;-;1;-;-;-;-;1;1;-;-;3
"270400 JUNQUEIRO";1;-;-;-;-;-;-;-;-;-;-;-;1
"270430 MACEIO";1;-;1;2;1;-;2;-;-;4;3;-;14
"270440 MAJOR ISIDORO";-;-;-;-;-;-;1;-;-;-;-;-;1
"270470 MARECHAL DEODORO";-;-;-;1;-;-;-;-;-;-;-;-;1
"270500 MATA GRANDE";1;-;-;-;-;-;-;-;-;-;-;-;1
"270550 MURICI";-;-;-;-;-;-;-;-;-;1;-;-;1
"270580 OLHO D'AGUA DO CASADO";1;-;-;-;-;-;-;-;-;-;-;-;1
"270590 OLHO D'AGUA GRANDE";-;1;-;1;-;-;-;-;-;-;-;-;2
"270600 OLIVENCA";-;-;-;-;-;-;-;-;-;-;-;1;1
"270630 PALMEIRA DOS INDIOS";-;2;-;-;1;-;-;-;1;1;-;-;5
"270640 PAO DE ACUCAR";-;-;-;-;-;-;-;-;1;-;-;-;1
"270800 SANTANA DO IPANEMA";-;-;-;-;-;-;-;-;-;-;1;-;1
"270820 SAO BRAS";-;-;-;-;1;-;-;-;-;-;-;-;1
"270840 SAO JOSE DA TAPERA";-;-;-;-;-;-;-;-;3;-;-;-;3
"270850 SAO LUIS DO QUITUNDE";1;-;-;-;-;-;-;-;-;-;-;-;1
"270880 SAO SEBASTIAO";-;-;-;-;1;-;-;-;-;1;-;-;2
"270920 TRAIPU";1;-;-;-;1;1;-;-;-;-;-;-;3
"270930 UNIAO DOS PALMARES";-;-;-;-;-;-;-;1;-;1;1;-;3
"280020 AQUIDABA";2;1;1;1;2;-;1;2;1;-;1;1;13
"280030 ARACAJU";5;3;2;3;4;9;4;2;3;2;2;3;42
"280110 CANHOBA";-;-;-;-;-;-;-;1;-;-;-;-;1
"280120 CANINDE DE SAO FRANCISCO";1;1;-;-;-;-;-;-;-;-;1;-;3
"280210 ESTANCIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"280230 FREI PAULO";-;-;-;-;-;2;-;1;-;-;-;-;3
"280340 JAPOATA";1;2;-;-;-;-;-;-;-;-;-;-;3
"280370 MACAMBIRA";-;-;-;-;-;-;-;-;-;-;-;1;1
"280380 MALHADA DOS BOIS";-;2;-;-;-;-;-;-;-;-;-;-;2
"280410 MOITA BONITA";-;-;-;2;1;2;-;1;-;-;-;-;6
"280430 MURIBECA";-;-;-;-;-;1;-;-;-;-;-;-;1
"280450 NOSSA SENHORA DA GLORIA";-;-;-;-;-;-;2;-;1;-;-;-;3
"280460 NOSSA SENHORA DAS DORES";-;-;-;-;-;-;3;-;-;2;-;1;6
"280480 NOSSA SENHORA DO SOCORRO";1;-;-;-;-;-;-;-;-;-;1;2;4
"280570 PROPRIA";-;-;-;-;-;-;-;-;-;1;1;-;2
"280600 RIBEIROPOLIS";-;-;-;-;-;-;-;-;1;1;-;-;2
"280610 ROSARIO DO CATETE";2;2;-;-;-;3;3;2;-;-;-;-;12
"280680 SAO DOMINGOS";-;1;-;-;-;-;-;-;1;-;-;-;2
"280760 UMBAUBA";1;-;-;-;-;-;-;-;-;-;-;-;1
"290035 ADUSTINA";1;-;-;-;-;-;-;-;-;-;-;-;1
"290040 AGUA FRIA";-;-;-;-;-;-;1;-;-;-;-;-;1
"290090 ALMADINA";-;-;-;-;2;-;-;-;-;-;-;-;2
"290115 AMERICA DOURADA";-;-;1;-;1;-;-;-;-;-;-;-;2
"290135 ANDORINHA";-;-;1;-;-;-;-;-;-;-;-;-;1
"290160 ANTAS";-;-;-;-;-;-;-;-;-;-;-;1;1
"290225 ARATACA";3;-;1;2;-;-;-;-;-;-;-;-;6
"290270 BARRA";-;-;-;-;-;-;-;-;-;2;-;-;2
"290323 BARRO ALTO";4;-;1;1;-;-;1;1;1;-;-;1;10
"290327 BARROCAS";-;1;-;-;-;1;1;-;-;-;1;-;4
"290360 BIRITINGA";-;-;-;-;-;-;-;-;1;-;-;-;1
"290395 BOM JESUS DA SERRA";-;-;-;-;-;-;1;-;-;-;-;-;1
"290405 BONITO";-;-;-;-;-;-;-;-;-;-;-;2;2
"290460 BRUMADO";-;-;-;-;-;-;1;-;-;1;-;-;2
"290500 CACULE";-;-;-;-;-;-;1;-;-;-;-;-;1
"290515 CAETANOS";-;-;-;-;-;-;-;-;-;1;-;-;1
"290520 CAETITE";1;-;-;-;1;-;-;-;-;-;-;-;2
"290560 CAMACAN";-;-;-;-;-;-;-;1;-;-;-;-;1
"290570 CAMACARI";-;1;-;-;-;-;-;-;1;-;-;-;2
"290600 CAMPO FORMOSO";3;1;10;-;-;-;-;-;-;-;-;-;14
"290610 CANAPOLIS";1;-;-;-;-;-;-;-;-;-;-;-;1
"290620 CANARANA";-;1;2;1;4;-;-;-;-;-;-;-;8
"290689 CARAIBAS";-;-;-;-;-;-;-;1;-;-;-;-;1
"290750 CATU";-;-;-;-;-;-;1;-;-;-;-;-;1
"290760 CENTRAL";-;-;1;-;-;-;-;-;-;1;-;-;2
"290800 COARACI";-;-;-;-;-;-;-;1;-;-;-;-;1
"290840 CONCEICAO DO COITE";1;-;-;-;-;-;-;-;-;-;-;-;1
"290920 CORONEL JOAO SA";-;-;-;-;-;-;-;-;-;-;-;1;1
"291010 DOM BASILIO";-;-;-;1;-;-;-;-;-;-;-;-;1
"291075 FATIMA";-;-;-;-;-;1;-;-;-;-;-;-;1
"291080 FEIRA DE SANTANA";-;1;1;2;2;-;1;-;1;6;2;3;19
"291125 GAVIAO";-;1;-;-;1;-;-;-;-;-;-;1;3
"291140 GLORIA";-;-;-;-;-;-;-;1;2;-;-;-;3
"291170 GUANAMBI";-;-;-;-;1;-;1;-;-;-;-;-;2
"291210 IBICARAI";-;1;-;-;-;-;-;-;1;-;-;-;2
"291280 IBIRAPUA";-;-;-;-;-;-;1;-;-;-;1;-;2
"291330 ICHU";-;-;-;-;2;-;-;-;-;-;-;-;2
"291410 IPUPIARA";-;-;-;-;-;-;1;-;-;-;-;-;1
"291430 IRAMAIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"291460 IRECE";-;-;-;1;2;1;-;-;1;-;-;2;7
"291480 ITABUNA";4;-;-;-;-;1;-;-;-;-;-;-;5
"291540 ITAJU DO COLONIA";-;-;-;-;-;-;-;-;1;-;-;-;1
"291620 ITAPE";-;1;-;1;-;1;-;-;-;1;-;-;4
"291770 JAGUARARI";-;-;-;-;-;-;-;-;-;-;-;1;1
"291800 JEQUIE";-;-;1;-;-;-;-;-;-;-;1;-;2
"291835 JOAO DOURADO";-;-;-;-;1;-;-;-;-;-;-;-;1
"291840 JUAZEIRO";-;-;-;-;-;-;1;-;-;-;-;-;1
"291855 JUSSARI";-;-;-;-;-;-;1;-;-;-;-;-;1
"291875 LAGOA REAL";-;-;-;-;-;-;-;-;1;-;-;-;1
"291890 LAJEDAO";-;-;-;-;-;-;-;1;-;-;-;-;1
"291955 LUIS EDUARDO MAGALHAES";-;-;-;-;-;-;-;1;-;-;-;-;1
"292060 MARAGOGIPE";-;-;-;-;-;-;1;-;-;-;-;-;1
"292090 MASCOTE";-;-;-;-;-;-;-;-;-;1;-;-;1
"292150 MONTE SANTO";-;1;-;-;-;-;-;-;-;-;-;-;1
"292170 MORRO DO CHAPEU";-;-;-;-;-;-;-;-;-;1;-;-;1
"292265 NORDESTINA";-;-;-;-;-;-;-;1;-;-;-;-;1
"292290 NOVA SOURE";1;-;-;1;1;-;-;2;-;-;1;1;7
"292303 NOVO HORIZONTE";-;-;-;-;-;-;-;-;-;1;-;-;1
"292380 PARIPIRANGA";-;-;-;1;-;2;-;-;-;-;-;1;4
"292440 PILAO ARCADO";-;-;-;-;1;-;-;-;-;-;-;-;1
"292467 PIRAI DO NORTE";-;-;-;-;-;-;-;-;-;-;2;-;2
"292470 PIRIPA";1;-;4;3;3;1;-;3;2;4;-;-;21
"292510 POCOES";-;-;-;-;-;-;-;-;1;-;-;-;1
"292575 PRESIDENTE TANCREDO NEVES";-;5;-;2;3;1;1;3;3;1;2;3;24
"292595 RAFAEL JAMBEIRO";-;-;-;-;-;-;1;-;-;-;-;-;1
"292610 RETIROLANDIA";-;-;1;-;-;-;-;-;-;-;-;-;1
"292660 RIBEIRA DO POMBAL";-;-;1;1;-;-;-;-;-;-;-;-;2
"292740 SALVADOR";-;1;1;2;2;1;2;3;1;1;1;-;15
"292870 SANTO ANTONIO DE JESUS";1;-;-;-;-;1;1;2;1;3;-;-;9
"292925 SAO GABRIEL";-;-;-;-;-;-;-;1;-;-;-;-;1
"292930 SAO GONCALO DOS CAMPOS";-;-;-;2;-;-;-;-;-;1;-;-;3
"292950 SAO SEBASTIAO DO PASSE";1;-;-;4;3;-;1;-;-;-;-;-;9
"293070 SIMOES FILHO";-;1;-;-;1;2;1;8;1;1;-;2;17
"293076 SITIO DO QUINTO";-;-;-;1;-;-;-;1;1;1;-;-;4
"293077 SOBRADINHO";-;-;-;1;-;-;-;-;-;-;-;-;1
"293150 TEOFILANDIA";-;-;1;-;-;-;-;-;-;-;-;1;2
"293220 UBAITABA";-;-;-;2;1;-;-;-;-;-;-;-;3
"293325 VEREDA";-;-;-;-;-;-;1;-;-;-;-;-;1
"310040 ACAIACA";1;-;-;-;-;-;-;-;-;2;-;1;4
"310050 ACUCENA";5;1;2;4;-;5;4;7;3;1;-;1;33
"310060 AGUA BOA";-;-;1;1;-;-;-;1;-;-;-;-;3
"310230 ALVINOPOLIS";2;2;1;3;4;-;2;3;2;5;2;-;26
"310250 AMPARO DO SERRA";1;-;-;-;-;-;2;-;-;-;-;2;5
"310260 ANDRADAS";-;2;-;-;-;-;1;-;-;-;-;-;3
"310285 ANGELANDIA";-;-;-;-;-;-;-;-;2;-;-;-;2
"310300 ANTONIO DIAS";-;-;-;-;-;-;7;1;-;-;-;-;8
"310400 ARAXA";-;-;-;-;-;-;2;1;-;-;-;-;3
"310420 ARCOS";-;-;-;-;-;-;-;5;-;-;-;-;5
"310540 BARAO DE COCAIS";-;-;-;-;-;-;-;-;-;1;-;-;1
"310560 BARBACENA";-;-;1;-;-;-;1;-;-;-;1;-;3
"310570 BARRA LONGA";-;2;-;-;-;1;-;3;2;3;-;-;11
"310600 BELA VISTA DE MINAS";-;-;-;-;-;-;-;1;-;-;-;-;1
"310620 BELO HORIZONTE";25;25;24;23;23;13;19;12;18;28;18;18;246
"310630 BELO ORIENTE";-;-;-;1;2;-;-;3;-;-;-;-;6
"310670 BETIM";1;-;1;1;1;1;-;-;-;1;-;-;6
"310740 BOM DESPACHO";-;1;-;2;2;-;-;-;-;1;-;-;6
"310925 BUGRE";-;1;-;2;-;-;1;-;2;-;-;-;6
"311020 CAJURI";-;-;1;-;-;-;-;-;-;-;-;-;1
"311115 CAMPO AZUL";-;-;-;-;1;-;-;-;-;-;-;-;1
"311150 CAMPOS ALTOS";-;-;-;-;-;1;-;-;-;-;-;-;1
"311170 CANAA";-;-;-;-;-;-;-;-;-;1;-;-;1
"311250 CAPIM BRANCO";-;-;-;-;-;-;1;-;-;1;-;-;2
"311280 CAPITOLIO";-;-;-;-;-;-;-;-;-;-;1;-;1
"311420 CARMO DO CAJURU";-;-;-;-;-;-;-;1;-;-;-;-;1
"311535 CATAS ALTAS";1;-;-;-;-;-;-;1;1;1;-;2;6
"311540 CATAS ALTAS DA NORUEGA";-;-;-;-;-;-;-;-;-;3;1;1;5
"311550 CAXAMBU";-;-;-;1;-;-;-;-;-;-;1;1;3
"311630 CIPOTANEA";1;-;-;-;-;-;-;-;-;-;-;-;1
"311670 COIMBRA";-;-;-;-;-;-;1;-;-;-;-;-;1
"311730 CONCEICAO DAS ALAGOAS";-;-;1;1;-;-;-;1;-;-;-;1;4
"311783 CONEGO MARINHO";-;2;-;-;-;-;-;-;-;-;-;-;2
"311800 CONGONHAS";-;2;-;1;1;2;1;1;2;-;1;-;11
"311860 CONTAGEM";-;1;-;-;1;1;-;-;-;-;2;1;6
"311880 CORACAO DE JESUS";-;-;-;-;1;-;-;-;-;-;-;-;1
"312000 CORREGO NOVO";-;-;-;-;-;-;3;-;-;-;-;-;3
"312170 DIOGO DE VASCONCELOS";-;1;2;-;2;-;-;-;-;1;1;-;7
"312190 DIVINESIA";-;1;-;-;-;-;2;-;-;-;1;1;5
"312220 DIVINOLANDIA DE MINAS";-;-;-;-;1;1;-;1;-;1;1;1;6
"312270 DOM SILVERIO";11;4;11;8;10;4;15;11;21;18;4;6;123
"312290 DONA EUSEBIA";-;1;-;-;-;-;-;-;-;-;-;-;1
"312340 DORESOPOLIS";1;-;1;-;1;-;1;-;-;-;-;-;4
"312352 DURANDE";-;-;-;-;-;-;7;6;10;4;4;5;36
"312400 ERVALIA";1;-;-;-;-;-;-;-;-;-;-;-;1
"312430 ESPINOSA";-;1;-;-;-;-;-;-;-;-;-;-;1
"312490 EUGENOPOLIS";-;-;-;-;-;1;-;-;-;-;-;-;1
"312510 EXTREMA";-;1;1;-;2;-;2;-;1;1;-;1;9
"312610 FORMIGA";-;-;-;-;1;-;-;-;1;-;2;-;4
"312690 FREI INOCENCIO";-;1;-;-;-;-;1;-;-;-;-;-;2
"312770 GOVERNADOR VALADARES";-;1;-;-;-;-;-;-;-;-;-;-;1
"312900 GUIRICEMA";-;-;-;-;-;-;1;-;-;-;-;-;1
"313020 IGARATINGA";1;-;1;-;-;-;-;-;-;-;-;-;2
"313115 IPABA";-;-;-;2;1;-;-;-;1;-;-;-;4
"313130 IPATINGA";10;3;1;4;4;4;2;6;4;2;2;4;46
"313220 ITAGUARA";-;-;-;-;1;-;-;-;-;-;-;-;1
"313270 ITAMBACURI";-;-;-;-;-;-;-;-;-;1;2;-;3
"313320 ITANHOMI";-;-;1;5;2;-;1;-;-;1;-;1;11
"313370 ITATIAIUCU";1;-;-;1;-;1;-;1;-;-;-;2;6
"313380 ITAUNA";-;-;1;1;2;1;1;-;1;-;-;-;7
"313390 ITAVERAVA";-;2;-;1;-;-;1;-;4;2;-;-;10
"313410 ITUETA";-;1;-;-;-;-;-;-;-;-;-;-;1
"313420 ITUIUTABA";-;-;-;3;1;-;-;-;-;-;-;-;4
"313440 ITURAMA";-;-;1;-;-;-;-;-;-;-;-;-;1
"313460 JABOTICATUBAS";-;2;2;1;35;15;24;5;6;3;-;-;93
"313500 JAGUARACU";-;-;1;-;-;-;-;-;-;-;-;-;1
"313520 JANUARIA";-;1;-;-;-;-;1;-;-;-;-;1;3
"313550 JEQUERI";1;2;1;2;2;-;1;-;-;2;1;1;13
"313610 JOANESIA";1;-;-;-;3;1;1;-;2;3;2;1;14
"313620 JOAO MONLEVADE";-;-;-;-;-;-;-;1;1;-;-;-;2
"313670 JUIZ DE FORA";-;-;-;-;-;-;-;1;1;1;1;2;6
"313695 JUVENILIA";-;-;-;-;-;-;-;-;-;-;-;1;1
"313700 LADAINHA";1;-;-;-;-;-;-;-;10;3;4;1;19
"313720 LAGOA DA PRATA";-;-;-;-;-;-;-;-;1;-;-;-;1
"313760 LAGOA SANTA";-;-;-;-;-;-;-;-;1;-;-;-;1
"313810 LASSANCE";-;-;-;-;-;1;-;-;-;-;-;-;1
"313820 LAVRAS";-;-;-;1;-;-;-;1;-;-;-;-;2
"313867 LUISBURGO";1;-;-;-;-;-;3;-;1;-;-;-;5
"313868 LUISLANDIA";-;-;-;-;-;-;-;-;2;-;-;-;2
"313880 LUZ";-;-;-;-;1;-;-;-;-;-;-;-;1
"313920 MALACACHETA";2;1;2;1;-;1;3;3;-;2;-;3;18
"313940 MANHUACU";1;-;2;-;1;2;-;3;-;-;-;2;11
"313950 MANHUMIRIM";-;-;-;-;1;-;4;2;2;-;5;5;19
"314050 MARTINHO CAMPOS";-;-;-;-;-;-;-;-;1;-;1;-;2
"314070 MATEUS LEME";-;-;-;-;-;-;1;-;-;-;-;-;1
"314100 MATO VERDE";-;-;-;-;-;-;-;-;-;1;1;-;2
"314110 MATOZINHOS";-;-;-;-;-;-;-;-;-;-;1;-;1
"314200 MIRABELA";2;4;5;9;11;4;4;3;18;6;2;1;69
"314210 MIRADOURO";-;-;-;-;1;-;-;1;-;-;-;-;2
"314225 MIRAVANIA";-;-;-;-;-;-;-;-;1;-;-;-;1
"314290 MONTE AZUL";-;-;-;-;-;-;-;-;-;-;1;-;1
"314435 NAQUE";2;-;1;2;-;-;-;1;1;1;1;1;10
"314470 NOVA ERA";-;-;-;-;-;-;-;-;1;-;1;-;2
"314490 NOVA MODICA";-;-;-;-;1;-;-;1;-;-;2;2;6
"314520 NOVA SERRANA";9;7;10;8;7;8;9;3;3;6;2;1;73
"314530 NOVO CRUZEIRO";-;-;-;-;-;-;-;-;-;7;-;-;7
"314535 NOVO ORIENTE DE MINAS";-;-;-;-;-;-;-;-;-;-;-;3;3
"314537 NOVORIZONTE";-;-;-;-;-;-;-;-;-;1;-;-;1
"314560 OLIVEIRA";-;-;-;1;-;-;-;-;-;-;-;-;1
"314585 ORATORIOS";-;1;-;-;1;-;-;-;-;-;1;-;3
"314587 ORIZANIA";-;-;-;-;-;2;4;4;1;3;3;3;20
"314590 OURO BRANCO";1;-;1;2;1;-;-;-;1;-;-;-;6
"314620 OURO VERDE DE MINAS";-;-;-;-;-;-;-;-;-;2;2;-;4
"314650 PAINS";-;-;-;-;-;1;-;-;-;-;-;-;1
"314710 PARA DE MINAS";1;-;-;-;-;-;-;-;-;-;-;-;1
"314720 PARAGUACU";-;-;-;-;-;-;1;-;-;-;-;-;1
"314740 PARAOPEBA";-;-;-;-;-;-;1;-;-;-;-;-;1
"314770 PASSA TEMPO";2;-;-;1;1;1;-;-;1;-;-;-;6
"314790 PASSOS";-;-;-;-;-;-;-;-;-;-;-;1;1
"314800 PATOS DE MINAS";-;-;1;-;-;-;-;-;-;-;2;-;3
"314880 PEDRA DO ANTA";-;-;-;-;-;-;1;-;-;-;-;-;1
"314970 PERDIGAO";1;-;-;-;1;-;-;1;1;1;-;-;5
"315040 PIEDADE DOS GERAIS";-;-;-;-;1;-;-;-;-;-;-;-;1
"315053 PINGO-D'AGUA";-;-;-;-;2;3;3;6;4;-;3;2;23
"315057 PINTOPOLIS";-;-;-;-;-;-;-;-;-;1;-;-;1
"315120 PIRAPORA";1;2;1;-;2;-;-;-;-;-;-;-;6
"315130 PIRAUBA";-;-;-;-;-;-;3;-;2;1;-;-;6
"315150 PIUMHI";1;-;-;1;-;-;-;-;-;-;-;-;2
"315180 POCOS DE CALDAS";-;-;1;4;-;-;-;-;-;-;-;-;5
"315210 PONTE NOVA";3;1;4;4;5;1;4;4;5;2;2;2;37
"315250 POUSO ALEGRE";-;-;-;-;-;-;-;-;-;-;-;1;1
"315380 QUELUZITO";-;-;-;-;-;-;-;-;-;1;-;2;3
"315400 RAUL SOARES";19;17;11;14;6;8;7;5;7;7;12;7;120
"315460 RIBEIRAO DAS NEVES";1;-;-;-;-;1;-;-;1;1;-;1;5
"315490 RIO CASCA";-;2;2;1;1;1;1;-;1;1;-;-;10
"315500 RIO DOCE";-;-;-;1;-;-;-;1;-;-;3;-;5
"315550 RIO PARANAIBA";-;-;-;-;-;-;-;-;-;1;-;-;1
"315670 SABARA";-;-;-;-;-;-;-;1;1;-;2;-;4
"315690 SACRAMENTO";-;-;-;-;-;-;1;-;-;-;-;-;1
"315700 SALINAS";-;-;-;-;-;-;1;-;-;-;-;-;1
"315720 SANTA BARBARA";-;1;-;2;-;-;1;-;-;-;-;-;4
"315740 SANTA CRUZ DO ESCALVADO";-;-;-;5;6;2;2;5;6;1;-;4;31
