LEPTOSPIROSE - Casos confirmados notificados no Sistema de Informação de Agravos de Notificação - Brasil
Casos confirmados por Município de notificação e Mês Notificação
Período:2015
"Município de notificação";"Jan";"Fev";"Mar";"Abr";"Mai";"Jun";"Jul";"Ago";"Set";"Out";"Nov";"Dez";"Total"
"350600 Bauru";-;1;-;-;-;-;-;-;-;-;-;1;2
"350635 Bertioga";-;-;1;-;1;-;-;-;-;-;1;-;3
"350750 Botucatu";1;-;1;-;-;-;-;-;1;1;-;-;4
"350760 Bragança Paulista";1;1;-;1;-;1;3;1;-;-;-;-;8
"350860 Cachoeira Paulista";-;-;-;1;-;-;-;-;-;-;-;-;1
"350950 Campinas";1;3;2;5;1;1;1;1;-;1;2;2;20
"351000 Cândido Mota";-;-;-;-;-;-;1;-;-;-;-;-;1
"351020 Capão Bonito";-;1;-;-;-;-;-;1;-;-;-;-;2
"351060 Carapicuíba";-;1;1;-;-;-;1;-;2;-;-;-;5
"351110 Catanduva";-;-;-;-;-;-;-;-;-;1;1;1;3
"351300 Cotia";1;-;1;-;-;-;-;-;-;1;-;1;4
"351340 Cruzeiro";2;1;-;1;-;1;1;-;-;1;-;-;7
"351350 Cubatão";-;-;-;-;3;2;1;-;1;-;-;-;7
"351380 Diadema";-;-;1;-;-;-;-;1;-;-;-;-;2
"351500 Embu das Artes";-;-;-;-;-;-;-;-;-;-;-;1;1
"351550 Fernandópolis";-;1;-;-;-;-;-;-;-;-;-;-;1
"351570 Ferraz de Vasconcelos";-;-;1;2;-;-;-;-;-;-;-;-;3
"351620 Franca";-;-;-;-;-;1;-;-;-;-;-;-;1
"351630 Francisco Morato";-;-;1;-;-;-;-;-;-;-;-;-;1
"351640 Franco da Rocha";-;1;1;-;-;-;-;-;-;-;-;2;4
"351830 Guararema";-;-;2;3;-;-;-;-;-;-;-;-;5
"351840 Guaratinguetá";-;1;-;-;-;-;-;1;-;-;3;-;5
"351870 Guarujá";1;3;4;2;-;1;1;1;1;1;2;3;20
"351880 Guarulhos";2;12;13;4;3;-;1;2;2;2;1;-;42
"352050 Indaiatuba";1;-;-;-;-;-;-;-;-;-;-;-;1
"352210 Itanhaém";-;-;-;1;-;-;-;-;-;-;-;1;2
"352220 Itapecerica da Serra";1;3;-;-;-;-;1;-;-;-;1;-;6
"352230 Itapetininga";-;-;-;-;-;1;-;-;-;-;-;-;1
"352240 Itapeva";-;-;-;-;-;-;-;-;-;-;-;1;1
"352250 Itapevi";-;1;-;1;-;-;-;1;-;1;-;-;4
"352310 Itaquaquecetuba";1;1;-;1;1;-;-;-;-;1;-;1;6
"352330 Itariri";-;-;-;-;-;-;-;-;-;1;-;-;1
"352340 Itatiba";-;2;-;-;-;1;-;-;-;-;-;-;3
"352390 Itu";-;-;-;1;-;-;-;-;-;-;1;-;2
"352440 Jacareí";-;-;2;-;-;-;-;-;-;-;1;-;3
"352470 Jaguariúna";-;-;-;2;-;-;-;-;-;-;-;-;2
"352590 Jundiaí";1;-;-;3;-;-;-;-;-;-;-;-;4
"352610 Juquiá";-;-;1;-;-;-;-;-;-;-;-;-;1
"352670 Leme";1;-;-;-;-;-;-;-;-;-;-;-;1
"352690 Limeira";-;1;-;-;-;-;-;-;-;-;1;-;2
"352720 Lorena";2;1;-;1;1;-;-;-;-;-;-;-;5
"352840 Mairinque";1;-;-;-;-;-;-;-;-;-;-;-;1
"352885 Marapoama";-;-;-;-;-;-;-;-;-;-;1;-;1
"352900 Marília";-;-;-;1;-;-;-;-;-;-;-;-;1
"352930 Matão";-;-;1;-;-;-;-;-;-;-;-;-;1
"352940 Mauá";-;1;1;-;-;-;-;-;-;1;-;-;3
"352990 Miracatu";-;1;-;-;-;-;-;-;-;-;-;-;1
"353060 Mogi das Cruzes";2;-;-;-;-;2;-;-;-;1;2;-;7
"353130 Monte Alto";1;-;-;-;-;-;-;-;-;-;-;-;1
"353410 Oriente";-;-;-;-;-;-;-;-;-;-;1;-;1
"353440 Osasco";-;1;-;-;-;-;-;-;1;1;-;-;3
"353460 Osvaldo Cruz";-;-;-;-;-;-;-;-;-;-;1;-;1
"353620 Pariquera-Açu";-;1;2;-;-;2;1;-;-;-;1;1;8
"353650 Paulínia";-;1;2;2;-;-;1;1;-;1;-;2;10
"353780 Piedade";-;-;-;2;-;1;-;-;-;-;-;-;3
"353870 Piracicaba";2;1;4;1;-;-;-;-;-;5;1;2;16
"353880 Piraju";-;-;-;-;-;1;-;-;-;-;-;-;1
"353930 Pirassununga";-;-;-;-;-;1;-;-;-;-;-;-;1
"354000 Pompéia";-;-;-;-;-;-;-;-;-;-;1;-;1
"354060 Porto Feliz";-;-;-;-;-;-;1;-;-;-;-;-;1
"354075 Potim";-;-;-;-;-;-;-;-;-;-;1;-;1
"354100 Praia Grande";-;2;-;2;-;1;-;-;-;-;1;-;6
"354140 Presidente Prudente";-;-;1;-;-;-;-;1;-;-;-;-;2
"354190 Queluz";-;-;-;-;-;-;-;-;-;1;-;-;1
"354260 Registro";-;-;-;-;-;-;-;-;1;-;-;-;1
"354330 Ribeirão Pires";-;1;-;-;-;-;-;-;-;-;1;-;2
"354340 Ribeirão Preto";-;-;-;-;-;-;1;1;-;1;1;-;4
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-;-;1;-;-;-;1
"354670 Santa Gertrudes";-;-;-;-;1;-;-;-;-;-;-;-;1
"354680 Santa Isabel";-;-;1;-;-;-;-;-;-;-;-;1;2
"354730 Santana de Parnaíba";-;-;-;1;-;1;-;-;-;-;-;-;2
"354780 Santo André";-;-;2;1;-;-;-;-;1;-;-;2;6
"354810 Santo Antônio do Jardim";2;-;-;-;-;-;-;-;-;-;-;-;2
"354850 Santos";3;7;6;-;-;6;3;-;1;2;2;1;31
"354870 São Bernardo do Campo";1;1;1;-;1;-;1;-;-;2;1;1;9
"354880 São Caetano do Sul";-;1;3;-;-;-;-;-;-;-;-;-;4
"354910 São João da Boa Vista";-;-;1;-;-;-;-;-;-;-;-;-;1
"354980 São José do Rio Preto";-;-;-;-;1;-;-;-;1;-;1;1;4
"354990 São José dos Campos";1;3;1;1;5;-;-;3;-;2;2;2;20
"355020 São Miguel Arcanjo";-;-;-;-;1;-;-;-;-;-;-;-;1
"355030 São Paulo";23;24;44;19;10;8;11;6;9;7;14;8;183
"355060 São Roque";-;-;-;1;1;1;-;-;-;-;-;1;4
"355070 São Sebastião";1;-;-;-;-;-;-;-;-;-;-;-;1
"355100 São Vicente";2;4;1;1;1;-;-;-;1;-;1;-;11
"355210 Socorro";-;2;2;-;-;-;-;-;-;-;-;-;4
"355220 Sorocaba";1;1;5;2;1;2;1;2;-;2;3;-;20
"355240 Sumaré";2;-;1;1;-;-;1;-;-;-;-;-;5
"355250 Suzano";-;-;-;-;-;-;-;1;-;-;-;-;1
"355300 Taguaí";-;-;1;-;-;-;-;-;-;-;-;-;1
"355370 Taquaritinga";-;-;-;-;-;-;-;-;-;-;-;1;1
"355500 Tupã";-;-;-;-;-;-;-;-;-;-;-;1;1
"355670 Vinhedo";-;-;-;-;-;-;-;1;1;-;-;-;2
"355700 Votorantim";1;1;-;-;-;-;-;-;-;-;-;-;2
"355710 Votuporanga";-;-;-;1;-;-;-;-;-;-;-;-;1
"410010 Abatiá";-;-;-;-;-;-;-;-;-;1;-;-;1
"410040 Almirante Tamandaré";-;-;-;-;-;-;-;-;-;1;-;-;1
"410100 Ampére";-;-;-;1;-;-;-;-;-;-;-;-;1
"410110 Andirá";-;-;1;-;-;-;-;-;-;-;-;-;1
"410130 Antônio Olinto";-;-;-;-;-;-;-;-;-;-;1;-;1
"410140 Apucarana";-;-;-;1;-;-;-;-;-;-;-;1;2
"410150 Arapongas";1;-;-;1;-;1;-;-;1;1;-;1;6
"410160 Arapoti";-;-;-;-;-;-;-;-;-;1;-;-;1
"410180 Araucária";1;-;1;-;-;2;1;-;-;1;-;-;6
"410190 Assaí";-;5;2;-;-;-;-;-;-;-;-;-;7
"410250 Barbosa Ferraz";-;-;-;4;-;1;-;-;-;-;1;-;6
"410345 Cafelândia";-;2;-;-;-;-;-;-;-;-;-;-;2
"410380 Cambira";-;-;-;-;-;-;-;-;-;1;1;-;2
"410400 Campina Grande do Sul";4;1;3;1;1;-;1;-;1;-;3;2;17
"410420 Campo Largo";1;2;2;2;-;1;1;-;1;2;2;3;17
"410425 Campo Magro";-;2;1;-;-;-;-;-;-;-;-;-;3
"410430 Campo Mourão";-;1;-;-;1;-;-;-;-;-;-;-;2
"410450 Capanema";2;-;-;-;-;-;-;-;-;-;-;-;2
"410480 Cascavel";1;-;3;3;-;-;1;-;-;-;-;-;8
"410490 Castro";1;-;-;-;-;-;1;-;-;-;-;-;2
"410580 Colombo";-;1;1;-;-;1;-;-;-;-;1;1;5
"410590 Colorado";1;-;-;-;-;-;-;-;-;-;-;-;1
"410610 Conselheiro Mairinck";-;-;-;-;-;-;-;-;-;1;-;-;1
"410650 Coronel Vivida";-;-;1;-;-;-;-;-;-;-;-;-;1
"410670 Cruzeiro do Sul";-;1;-;-;-;-;-;-;-;-;-;-;1
"410690 Curitiba";25;25;34;28;7;8;6;4;5;2;11;23;178
"410765 Fazenda Rio Grande";-;-;-;1;-;-;-;-;-;-;-;-;1
"410773 Fernandes Pinheiro";-;-;-;1;-;-;-;-;-;-;-;-;1
"410830 Foz do Iguaçu";1;-;1;1;2;-;-;-;-;-;-;1;6
"410840 Francisco Beltrão";1;-;1;2;-;3;1;-;-;1;-;-;9
"410850 General Carneiro";-;-;-;-;-;-;1;-;-;-;-;-;1
"410855 Godoy Moreira";-;-;-;-;-;1;-;-;-;-;-;-;1
"410870 Grandes Rios";1;-;-;-;-;-;-;-;-;-;-;-;1
"410930 Guaraniaçu";-;2;1;-;1;-;-;-;1;-;-;-;5
"410940 Guarapuava";-;-;-;-;-;-;-;-;-;1;2;-;3
"410960 Guaratuba";-;-;-;-;-;1;-;-;-;-;-;-;1
"410980 Ibiporã";-;-;-;-;-;-;-;1;-;1;-;-;2
"411070 Irati";1;-;-;1;-;-;-;-;-;-;-;-;2
"411080 Iretama";-;-;-;-;-;-;-;2;-;-;-;-;2
"411120 Itapejara d'Oeste";-;-;-;-;-;1;-;-;-;-;-;-;1
"411150 Ivaiporã";1;-;-;-;-;-;-;3;-;-;1;1;6
"411180 Jacarezinho";-;-;-;-;-;-;-;-;-;1;-;-;1
"411200 Jaguariaíva";-;-;-;-;1;-;-;-;-;-;-;-;1
"411210 Jandaia do Sul";1;-;-;-;-;-;-;-;-;-;-;-;1
"411270 Jataizinho";-;1;1;1;-;-;2;1;-;-;-;-;6
"411345 Lindoeste";-;-;1;-;-;-;-;-;-;-;-;-;1
"411370 Londrina";1;2;2;-;-;2;3;-;1;-;5;2;18
"411440 Mangueirinha";-;-;-;1;-;-;-;-;-;-;-;-;1
"411460 Marechal Cândido Rondon";-;-;-;-;-;-;1;-;-;-;-;-;1
"411490 Marilândia do Sul";1;-;-;-;-;-;-;-;-;-;-;-;1
"411520 Maringá";-;-;1;2;-;-;1;-;-;-;-;1;5
"411540 Marmeleiro";-;-;-;-;-;1;-;-;-;-;-;-;1
"411570 Matinhos";-;-;-;-;-;-;-;-;1;-;-;-;1
"411590 Mirador";-;-;-;1;-;-;-;-;-;-;-;-;1
"411620 Morretes";-;-;-;1;-;-;-;-;-;-;-;-;1
"411650 Nova Aliança do Ivaí";-;-;-;-;-;-;-;-;-;1;-;-;1
"411670 Nova Aurora";-;-;1;-;-;-;-;-;-;-;-;-;1
